id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso_25022,justificacion_tecnica
1418,1/16/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Cuenca,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1672,1/16/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Cuenca,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2488,1/16/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2549,1/16/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Quito,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3005,1/16/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Ambato,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
3652,1/16/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Manta,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3715,1/16/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
3959,1/16/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Ambato,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3983,1/16/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Quito,Libertad de Riesgo,El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
1080,1/17/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Ambato,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1369,1/17/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1744,1/17/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,Libertad de Riesgo,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
2029,1/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato,Libertad de Riesgo,"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
1275,1/18/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Cuenca,Libertad de Riesgo,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
1551,1/18/2025,Facturacion,Retraso de 21s al procesar el pago con tarjeta de credito,Admision,Quito,Eficiencia,El procesamiento lento del cobro con tarjeta retrasa el flujo de caja y la atención administrativa de admisión.
2374,1/18/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato,Efectividad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2525,1/18/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Manta,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
3483,1/18/2025,HCE,Nota de evolucion tarda 24s en guardarse,Enfermeria,Quito,Eficiencia,"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
3506,1/18/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
3650,1/18/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1073,1/19/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Manta,Satisfacción,"Mala experiencia de usuario que interrumpe de forma prematura el proceso de compra/agendamiento, forzando a repetir pasos."
1457,1/19/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1617,1/19/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,Efectividad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1964,1/19/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Quito,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
2150,1/19/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Cuenca,Libertad de Riesgo,"Falla crítica que expone la seguridad del paciente al omitir información vital de alergias, con un alto riesgo de shock anafiláctico o mala praxis."
2255,1/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2333,1/19/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Manta,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2979,1/19/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2983,1/19/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Cuenca,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3195,1/19/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Cuenca,Efectividad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
3495,1/19/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
3498,1/19/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Cuenca,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3568,1/19/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Cuenca,Libertad de Riesgo,Omitir la alerta de vencimiento de lotes farmacéuticos puede llevar a la administración de medicamentos caducados a los pacientes.
3727,1/19/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
3948,1/19/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,Libertad de Riesgo,"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
3956,1/19/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil,Cobertura de Contexto,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
1890,1/20/2025,HCE,Nota de evolucion tarda 19s en guardarse,Medico,Guayaquil,Eficiencia,"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
1948,1/20/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Ambato,Efectividad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2602,1/20/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,Libertad de Riesgo,"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
2970,1/20/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Ambato,Efectividad,Error de integración funcional que impide la sincronización y actualización del registro médico entre módulos del HIS.
3442,1/20/2025,Laboratorio,Retraso de 29s en la disponibilidad de resultados criticos,Medico,Ambato,Eficiencia,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1194,1/21/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Manta,Libertad de Riesgo,"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
1294,1/21/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,Libertad de Riesgo,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
1553,1/21/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,Libertad de Riesgo,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
2002,1/21/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Admision,Guayaquil,Satisfacción,"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
2843,1/21/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfacción,"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
3261,1/21/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1147,1/22/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Quito,Libertad de Riesgo,"Discrepancia contable entre reportes directivos y facturación real, afectando las decisiones del negocio y la integridad de las auditorías."
2574,1/22/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil,Efectividad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2612,1/22/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito,Efectividad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2857,1/22/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,Efectividad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
