id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso,rnf_relacionado,justificacion
1122,2025-05-02,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Guayaquil,Libertad de Riesgo,Seguridad Clínica,El fallo en el despliegue de alertas de interacción farmacológica pone en riesgo inminente la salud del paciente ante combinaciones letales.
1123,2025-05-03,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Cuenca,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
1124,2025-05-04,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1125,2025-05-05,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Manta,Libertad de Riesgo,Seguridad Clínica,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
1126,2025-05-06,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
1127,2025-05-07,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Radiologo,Guayaquil,Satisfacción,Usabilidad,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
1128,2025-05-08,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1129,2025-05-09,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
1130,2025-05-10,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 19s,Farmacia,Manta,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1131,2025-05-11,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Quito,Libertad de Riesgo,Seguridad Clínica,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
1132,2025-05-12,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 34s,Farmacia,Guayaquil,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1133,2025-05-13,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Cuenca,Efectividad,Funcionalidad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
1134,2025-05-14,Imagenologia,Tiempo de carga de estudios de imagen supera los 18s,Radiologo,Ambato,Eficiencia,Eficiencia Operativa,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
1135,2025-05-15,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
1136,2025-05-16,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Radiologo,Quito,Satisfacción,Usabilidad,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
1137,2025-05-17,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1138,2025-05-18,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Cuenca,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
1139,2025-05-19,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Ambato,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
1140,2025-05-20,Facturacion,Error de calculo en el copago del seguro medico,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
1141,2025-05-21,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,Flexibilidad de Dispositivo,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
1142,2025-05-22,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
1143,2025-05-23,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1144,2025-05-24,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1145,2025-05-25,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
1146,2025-05-26,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1147,2025-05-27,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Discrepancia contable entre reportes directivos y facturación real, afectando las decisiones del negocio y la integridad de las auditorías."
1148,2025-05-28,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Tecnico Laboratorio,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
1149,2025-05-29,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
1150,2025-05-30,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Manta,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
1151,2025-05-31,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,Flexibilidad de Dispositivo,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
1152,2025-06-01,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil,Satisfacción,Usabilidad,La inestabilidad en el inicio biométrico genera frustración y reduce la confianza y comodidad del usuario al acceder al aplicativo móvil.
1153,2025-06-02,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1154,2025-06-03,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Ambato,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
1155,2025-06-04,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
1156,2025-06-05,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Tecnico Laboratorio,Quito,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1157,2025-06-06,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"Fuga de información y violación de la confidencialidad médica (HIPAA/Ley de Protección de Datos), exponiendo datos de otros pacientes."
1158,2025-06-07,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1159,2025-06-08,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Ambato,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1160,2025-06-09,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1161,2025-06-10,Portal Citas,Tiempo de espera en el portal supera los 24s en horas pico,Paciente,Quito,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1162,2025-06-11,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil,Cobertura de Contexto,Flexibilidad de Dispositivo,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
1163,2025-06-12,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1164,2025-06-13,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1165,2025-06-14,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1166,2025-06-15,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
1167,2025-06-16,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Guayaquil,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1168,2025-06-17,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 35 minutos,Gerencia,Cuenca,Eficiencia,Eficiencia Operativa,"Demoras severas en la generación de reportes mensuales de inteligencia de negocio, penalizando la eficiencia en el tiempo de procesamiento y toma de decisiones."
